gene_name,logFC,P.Value,,,,
PARP16,0.233764994,0.381947024,,,,
EXOSC4,0.245370267,0.424048967,,,,
ATG16L2,-0.266058583,0.39636984,,,,
SHISAL1,0.090262385,0.849456466,,,,
SRCIN1,-0.552450301,0.728672517,,,,
TRIM13,0.229657303,0.207837128,,,,
MYH14,-0.418853655,0.557686064,,,,
TMEM104,0.181540002,0.194452728,,,,
PPIL1,0.295640836,0.237127827,,,,
SDSL,-0.182608309,0.678086591,,,,
HIVEP1,0.269211099,0.194308833,,,,
ZNF181,0.233323281,0.445985695,,,,
PCNA,0.296510424,0.195307268,,,,
LOXL1,-0.526348138,0.14987919,,,,
ZSCAN21,0.202202943,0.346588326,,,,
ESYT3,-0.102022114,0.751807574,,,,
PCK2,-0.348719204,0.227315666,,,,
CLDN15,0.17297903,0.452481199,,,,
POLR2A,0.184152859,0.76941401,,,,
SDHAF4,0.213136567,0.528940773,,,,
ZNF765,-0.186048959,0.495735497,,,,
BMP2,0.24646906,0.450421855,,,,
GJD3,-0.113440124,0.734033231,,,,
ADO,0.226970019,0.210952746,,,,
C1R,-0.196551266,0.305363719,,,,
DENND4C,0.18390931,0.185370237,,,,
MOSMO,-0.225979423,0.272534239,,,,
HOXA4,0.222677532,0.651675729,,,,
DENND2C,0.170353089,0.431168412,,,,
SMG5,0.174945788,0.158535732,,,,
MTARC2,-0.037830755,0.900457311,,,,
ANKRD30BL,0.214998593,0.804007612,,,,
EGF,0.141485449,0.710043266,,,,
PCGF5,0.258960349,0.229567331,,,,
GPRC5A,0.276510701,0.125392327,,,,
POLR1G,0.127850543,0.684714628,,,,
RRAD,0.23418087,0.496870664,,,,
ALDH3B1,0.165967466,0.543736521,,,,
ATP6V0E2,-0.207488973,0.239580009,,,,
THAP9,-0.204516558,0.535407321,,,,
CRACR2B,-0.129414289,0.727276404,,,,
,1.156636412,0.141439406,,,,
ANKRD46,-0.222010977,0.243873057,,,,
AKAP17A,0.234449338,0.168592785,,,,
THUMPD2,-0.211016032,0.371975134,,,,
ANKMY1,0.157400039,0.585786487,,,,
ZNF248,0.395969377,0.591894668,,,,
MRPS5,0.203887971,0.180123399,,,,
ZNF547,0.049671585,0.892806086,,,,
PIGK,0.183985508,0.179421146,,,,
BMP8A,-0.071205415,0.830383307,,,,
C1orf159,-0.237724944,0.384945492,,,,
KIF7,0.228855383,0.246325051,,,,
TADA2A,-0.346249929,0.537355937,,,,
LYAR,0.282451956,0.45267917,,,,
ZNF500,-0.223961463,0.349271484,,,,
LTB4R,0.122015257,0.718738797,,,,
LNPK,0.273982432,0.164690823,,,,
STEEP1,0.251081022,0.319395504,,,,
ZNF383,0.15274953,0.46502198,,,,
CPT2,0.205042716,0.256898188,,,,
NCOR2,0.288192659,0.148089945,,,,
EYA4,0.205807398,0.64096954,,,,
ACAT1,0.230325906,0.214370485,,,,
SPX,0.373006925,0.326884054,,,,
GTF3C3,-0.234922722,0.205561433,,,,
RAB9B,-0.029328153,0.928931817,,,,
NDUFB11,0.217435902,0.194461987,,,,
STK39,-0.31828778,0.222669687,,,,
TRMT10B,0.179840134,0.470072207,,,,
ZNF778,-0.242732163,0.279047079,,,,
DIS3L2,-0.263644299,0.272507216,,,,
RUVBL2,0.264744729,0.175903073,,,,
TTC8,0.202161855,0.281490431,,,,
MOSPD3,-0.20585378,0.394252946,,,,
TUT7,0.264457395,0.201704096,,,,
INPP5B,0.245507141,0.287565336,,,,
TTC19,-0.271450636,0.180400803,,,,
INPPL1,0.183818088,0.151759438,,,,
MZT2A,0.228847444,0.291952109,,,,
TCFL5,0.257110117,0.245980962,,,,
IFI27L1,-0.296178789,0.482815244,,,,
PAFAH1B2,0.180433628,0.159910281,,,,
NBPF3,-0.190287615,0.386655776,,,,
LSG1,0.339249333,0.21006793,,,,
,0.213033018,0.412595882,,,,
TNFRSF10D,0.265405058,0.140053754,,,,
SCAF11,0.252808674,0.160490327,,,,
MAFG,0.27339497,0.167695861,,,,
SHROOM3,0.20725766,0.179089358,,,,
SYT15,-0.163713676,0.711335632,,,,
USP19,0.182040489,0.17672774,,,,
ZNF552,0.108336755,0.776415058,,,,
RTN2,0.2232602,0.284708009,,,,
ZNF283,0.123824754,0.740761532,,,,
NAA40,-0.212332751,0.195323573,,,,
GRPEL2,-0.222994548,0.301983731,,,,
ANKRD49,0.223520399,0.374999342,,,,
ANO5,0.315545581,0.330272187,,,,
LYPD6B,-0.338678093,0.536144401,,,,
CAPS2,-0.110135216,0.753311375,,,,
MVB12A,-0.237386654,0.264401011,,,,
CGRRF1,-0.232889799,0.366923505,,,,
ELMO2,0.183873992,0.184397517,,,,
DBNDD2,0.197908034,0.351589915,,,,
COMMD5,0.206976991,0.326658184,,,,
DAP3,0.221318422,0.175642021,,,,
INTS5,0.225830918,0.262830803,,,,
FXYD5,0.280839331,0.167942975,,,,
ADPRM,-0.159889876,0.620036573,,,,
PGBD2,0.14669582,0.57067963,,,,
ELP4,-0.213971025,0.335752109,,,,
DNAJC18,-0.225951822,0.293948571,,,,
AXL,0.300238819,0.151439134,,,,
TMEM177,0.120349796,0.70600087,,,,
EXOG,-0.244110815,0.365471381,,,,
IDH3A,0.190862514,0.208056438,,,,
SYT2,0.088926014,0.859467848,,,,
AIDA,0.172977954,0.173015753,,,,
,0.206178612,0.769220279,,,,
AKT3,0.289645986,0.16823762,,,,
THY1,-0.255409003,0.16618397,,,,
GRIK5,-0.443156306,0.424709098,,,,
RBM45,-0.224862764,0.427560688,,,,
RASGRF2,-0.172950522,0.678327823,,,,
TBCE,0.184870032,0.658680623,,,,
GATM,-0.179459245,0.648402996,,,,
LIN7B,0.215498958,0.512780039,,,,
FNDC10,0.239151342,0.364733575,,,,
EAPP,0.289052113,0.206984307,,,,
MTX3,-0.28821214,0.231554108,,,,
GRB14,0.282205054,0.426240109,,,,
TIMM23B-AGAP6,-0.2633908,0.438836714,,,,
SKA2,-0.305469657,0.293392039,,,,
ZFP1,0.083571553,0.789696232,,,,
ZNF317,-0.205475454,0.215432645,,,,
NDST1,-0.285839479,0.146176494,,,,
SMIM3,0.293695102,0.17035325,,,,
ZNF700,0.231025272,0.439726267,,,,
HDAC11,0.22671889,0.291662531,,,,
CENPQ,0.053089635,0.860803993,,,,
TAF11,0.157668841,0.206370341,,,,
WDR89,-0.240132805,0.417575801,,,,
ZNF320,-0.270001141,0.25272494,,,,
ZNF638,0.382917006,0.170838053,,,,
NCDN,-0.222160187,0.187762566,,,,
NLN,0.216642282,0.209949875,,,,
RIMKLB,0.228627571,0.181143789,,,,
VTI1A,0.212856151,0.23261504,,,,
GPR50,0.114985716,0.800317787,,,,
RNF4,0.134008879,0.171202482,,,,
PCSK1,0.093337165,0.822155624,,,,
PARM1,0.726296517,0.362326895,,,,
AMDHD2,-0.271548492,0.317919,,,,
DCP1B,0.155187893,0.478214057,,,,
PHIP,0.531413884,0.194374008,,,,
SAA2,-0.197060664,0.667995589,,,,
GPATCH2L,0.214767816,0.172655858,,,,
CD83,0.200466511,0.430860354,,,,
ZFPM2,0.115281133,0.687365622,,,,
ZNF202,0.211439092,0.377897322,,,,
DOC2B,-0.180236336,0.954030444,,,,
TGFBI,0.61541181,0.106435995,,,,
DCLRE1B,-0.143997226,0.609697943,,,,
RPS18P9,-0.198081086,0.380740501,,,,
RRAGB,-0.199539154,0.286232789,,,,
PLPBP,0.167946491,0.224626463,,,,
TPX2,0.319139242,0.387408377,,,,
ZNF19,-0.030793738,0.92434204,,,,
JMJD7-PLA2G4B,-0.238699777,0.319149786,,,,
CEP295,0.323015356,0.367216038,,,,
NFXL1,0.230669264,0.358565379,,,,
ST6GALNAC6,-0.458131132,0.295723431,,,,
SUB1,-0.217403817,0.163424768,,,,
C4orf33,-0.066329771,0.839886589,,,,
CISD3,-0.025180219,0.977120779,,,,
ZNF184,0.20204951,0.440248503,,,,
CDKN2AIP,-0.217087193,0.284833378,,,,
SLC27A5,-0.121076572,0.667031321,,,,
ZNF678,0.191906284,0.580783358,,,,
GTF2H4,0.485927991,0.404836325,,,,
STAMBPL1,-0.321611364,0.313154611,,,,
MBP,0.230594142,0.304022377,,,,
CFAP70,0.219571767,0.536552064,,,,
WDR20,0.227586949,0.251736585,,,,
ZNF449,-0.246745874,0.294521929,,,,
SPAG5,-0.176864502,0.483891497,,,,
UBXN1,0.172575328,0.184526832,,,,
EBP,0.237597263,0.268744624,,,,
NECAB3,-0.269722984,0.286966282,,,,
PCED1B,-0.050031446,0.928759208,,,,
DPPA4,0.153093855,0.748548636,,,,
EBF1,0.079926167,0.849618757,,,,
BRD3,-0.198707837,0.174437252,,,,
HACD1,0.180140374,0.375819722,,,,
B3GALT2,-0.15775892,0.780511963,,,,
LRR1,-0.028648676,0.934851685,,,,
ZFAND4,-0.033668889,0.918643103,,,,
,-0.174529644,0.703115389,,,,
ACIN1,0.181540772,0.153053474,,,,
RFC3,-0.059542174,0.87740845,,,,
CERS1,0.284674538,0.279441178,,,,
PALM2AKAP2,0.170813143,0.154130172,,,,
UNC119,-0.237880437,0.208349899,,,,
SHANK1,-0.127369414,0.851776529,,,,
,-0.353462991,0.225820119,,,,
GJA1,0.529977397,0.146773439,,,,
ENDOG,0.250000257,0.440928903,,,,
NPAT,0.277027834,0.337341558,,,,
CBARP,0.38269919,0.263469764,,,,
FHL3,0.278019101,0.219666688,,,,
TNFAIP3,-0.249682958,0.323127443,,,,
TLCD5,0.226358296,0.251234602,,,,
NBPF11,0.21404219,0.268865701,,,,
MRGBP,0.18721248,0.250073191,,,,
YIF1B,0.146668292,0.192670563,,,,
PPM1A,0.240772068,0.187766595,,,,
AREG,-0.272974283,0.376660805,,,,
MAPRE2,-0.215342615,0.211974953,,,,
ZNF407,-0.209977092,0.336035901,,,,
BCCIP,0.252458067,0.195321036,,,,
TMEM116,-0.142067623,0.638065752,,,,
BLOC1S2,-0.167647774,0.21231002,,,,
TRMT2B,0.144888622,0.713136415,,,,
ZNF524,0.156328628,0.632186589,,,,
NPIPB7,0.039752368,0.916451844,,,,
CTF1,0.182566195,0.63045887,,,,
CCDC159,-0.166484379,0.621544624,,,,
TFDP2,-0.230577829,0.190758619,,,,
CDS2,0.176788129,0.169552916,,,,
ZNF350,0.121020627,0.656514649,,,,
COX16,0.25490154,0.23884651,,,,
ZC3H10,0.175015289,0.452646677,,,,
DIAPH3,0.165539781,0.48592173,,,,
CLCC1,0.166560356,0.176559017,,,,
CEBPZOS,0.204798711,0.217692335,,,,
HUNK,0.02528616,0.943392568,,,,
ABRAXAS1,-0.233227747,0.390272913,,,,
FIGNL1,-0.164913569,0.624690305,,,,
PASK,-0.137775616,0.593115303,,,,
PHACTR4,0.446874776,0.179749695,,,,
GNPDA2,-0.211952899,0.248662059,,,,
KHDRBS1,0.218813232,0.162207341,,,,
,0.207848147,0.668645572,,,,
CEP76,0.216545404,0.51157785,,,,
CDC25B,0.404921139,0.252444076,,,,
RFXAP,0.101290298,0.780915173,,,,
CENPO,0.204416679,0.420974347,,,,
INCA1,-0.096788193,0.792226845,,,,
KLHL12,0.192233474,0.194731237,,,,
RHOBTB1,0.311347146,0.196588458,,,,
ZNF480,-0.219769878,0.497390936,,,,
TBCC,0.198719855,0.315818506,,,,
CNOT4,0.172159417,0.252963543,,,,
SRGAP2D,-0.200873428,0.635826293,,,,
CABYR,0.006648835,0.982842444,,,,
ACP1,0.177441649,0.174604044,,,,
PTPRF,-0.257364207,0.146470262,,,,
CCDC69,0.244393773,0.347620607,,,,
ASTN1,0.365112327,0.47492405,,,,
ZNF606,-0.232674942,0.305418541,,,,
ARHGAP4,0.186790608,0.657947246,,,,
PDIA5,0.196209151,0.17142836,,,,
ZNF614,0.242147538,0.351675849,,,,
LYRM2,-0.277363587,0.222094341,,,,
MCAT,-0.183137625,0.516861877,,,,
RNF25,0.198279912,0.263823357,,,,
NUDT19,0.054251033,0.867271077,,,,
GLMN,-0.24127642,0.493400968,,,,
C11orf1,-0.118805005,0.672188853,,,,
PSMC3IP,-0.019881519,0.959427047,,,,
DYNLT2B,-0.010585871,0.973209484,,,,
FBXO28,-0.235670325,0.209622216,,,,
DHPS,0.199659454,0.244551732,,,,
DCUN1D1,0.255057787,0.231067926,,,,
ZNF527,-0.148133942,0.654861255,,,,
PTH1R,0.070695601,0.920634032,,,,
SLC19A3,0.08952975,0.827818083,,,,
DBF4,0.043637644,0.915827666,,,,
NSD3,0.303595624,0.170887943,,,,
TMEM30A,0.217421146,0.14915684,,,,
,0.259304764,0.339128363,,,,
CCDC85B,0.337695281,0.224161516,,,,
COL4A2,-0.298032661,0.141855108,,,,
PLEKHN1,-0.183521265,0.60349859,,,,
CD248,-0.285883756,0.180175234,,,,
GTF2I,0.192769425,0.157995375,,,,
SMDT1,-0.142965393,0.920535078,,,,
ATP6AP1L,0.101083446,0.755684952,,,,
WDR4,-0.016026255,0.968949647,,,,
LRIG2,0.183360517,0.214770419,,,,
PLCD4,-0.17320898,0.611358105,,,,
GABRQ,0.316714194,0.70361533,,,,
ZNF594,-0.249633019,0.445149922,,,,
CAMKK1,-0.197772081,0.458562365,,,,
BAIAP2L1,-0.3461004,0.222256613,,,,
UBXN2B,-0.208259451,0.256323381,,,,
CDKL1,-0.162476779,0.635628909,,,,
ZNF284,-0.10917061,0.743437252,,,,
PI4K2B,0.208856132,0.330115547,,,,
DZANK1,0.127203182,0.666299532,,,,
PADI2,0.195092787,0.595039462,,,,
LBHD1,0.008881457,0.974886932,,,,
,0.223066663,0.597810449,,,,
ZNF707,0.015605907,0.966760268,,,,
AFG1L,-0.040597164,0.904704396,,,,
CCT5,0.30303567,0.167328146,,,,
TRPC4,-0.138839764,0.732109601,,,,
LSM2,1.108538659,0.549434262,,,,
COL26A1,0.446341382,0.239524606,,,,
SERPINE1,0.522409381,0.122416377,,,,
FAM131A,-0.256256939,0.232303523,,,,
TBC1D25,0.217371149,0.338703537,,,,
MATR3,0.255554824,0.156478065,,,,
NFKB1,0.369466285,0.261310512,,,,
JRK,-0.264428316,0.277722822,,,,
CRKL,0.176037587,0.17455539,,,,
RAB3B,0.316010834,0.179506915,,,,
DUS4L-BCAP29,0.287321344,0.372875366,,,,
CDC42EP2,0.189905617,0.590759692,,,,
HMGN5,0.076248479,0.846416994,,,,
ZNF696,0.18193413,0.388059217,,,,
ADORA1,0.241320789,0.581814821,,,,
GNG4,0.111161369,0.841882281,,,,
DAXX,0.756463509,0.326053528,,,,
PPM1J,-0.003203038,0.992817296,,,,
PRPF8,0.437289998,0.159602952,,,,
LRRFIP2,0.212809277,0.192883125,,,,
LENG9,0.023235537,0.967312434,,,,
JAKMIP1,-0.112431527,0.792020325,,,,
SCAND1,0.260811426,0.264878243,,,,
TMEM107,0.186981843,0.368886134,,,,
ITGB6,0.41430738,0.465206881,,,,
C7orf25,0.230801998,0.698733519,,,,
ARFGEF3,0.36834648,0.193869603,,,,
TMEM250,0.196236685,0.242047752,,,,
FAHD2A,0.222791482,0.267149412,,,,
CTSK,-0.227672006,0.40322788,,,,
MRTO4,0.250281781,0.266981114,,,,
USP44,0.031737116,0.936756739,,,,
ABHD13,-0.211972057,0.237579521,,,,
ACVR1B,-0.231797446,0.185113699,,,,
GPR162,0.259229189,0.339939843,,,,
SCLT1,0.123942992,0.708033711,,,,
CARD14,-0.108757591,0.688836376,,,,
TONSL,-0.186735189,0.509890856,,,,
LAMA2,0.29503386,0.421238116,,,,
SPACA9,-0.164700167,0.581985569,,,,
C17orf58,0.181243484,0.571621537,,,,
FANCD2,0.139876488,0.658395783,,,,
TAF1C,-0.21072286,0.248015598,,,,
UEVLD,0.208751554,0.248208177,,,,
CEP68,-0.232013133,0.2508293,,,,
VCPKMT,-0.165848235,0.539011994,,,,
USP21,-0.175668442,0.304679221,,,,
PABPC5,0.022995912,0.95448302,,,,
RCHY1,0.225360603,0.289489196,,,,
USP18,0.159061971,0.674332374,,,,
NEXMIF,0.038463882,0.953608918,,,,
ANXA7,0.221935158,0.19080764,,,,
ZNF433,-0.165222123,0.481154502,,,,
ALG12,0.15987138,0.235471972,,,,
ARHGEF35,0.189960129,0.723107186,,,,
BOD1L1,0.458603166,0.178782024,,,,
ALKBH8,-0.240203313,0.452838798,,,,
CLMP,-0.521295566,0.207305268,,,,
TMA16,-0.217558729,0.388148595,,,,
TMEM150C,0.191523313,0.528051169,,,,
ELAVL1,0.182726939,0.180308596,,,,
PRR5,0.237183392,0.43359509,,,,
NELFA,-0.184030854,0.272742003,,,,
DNAJB5,-0.370666889,0.246048117,,,,
MIOS,-0.21849483,0.31362825,,,,
SLC25A14,0.16007854,0.529061572,,,,
UBOX5,0.156230808,0.390840487,,,,
NPRL3,0.25131142,0.227916967,,,,
CYP26B1,-0.156596954,0.652292936,,,,
POMZP3,-0.188775838,0.829652023,,,,
SMARCB1,0.119933949,0.897751417,,,,
RCOR2,-0.351905235,0.323943121,,,,
INAFM1,0.447318827,0.365555576,,,,
PCCB,0.298406549,0.212212618,,,,
ZNF821,0.20281792,0.412764578,,,,
MORN1,0.175666451,0.49725054,,,,
LETMD1,-0.178241878,0.24000026,,,,
PAXIP1,-0.208898238,0.377181316,,,,
KSR1,0.308914722,0.175576571,,,,
UBXN8,0.197743615,0.359961531,,,,
LARP6,-0.269050359,0.198062388,,,,
TMED7,0.198931421,0.163085221,,,,
VEZF1,-0.216472982,0.196964565,,,,
TRAPPC5,0.339648551,0.27521913,,,,
RALGAPA1,0.320160204,0.217109483,,,,
ZNF682,-0.00368145,0.992182046,,,,
PRDM4,-0.176558958,0.233476504,,,,
SPTAN1,0.160827524,0.148294486,,,,
DOCK11,0.323218021,0.311325727,,,,
NETO2,-0.411173816,0.366993459,,,,
POGZ,0.200415381,0.176147211,,,,
ZNF223,-0.131198926,0.72329584,,,,
RBPMS2,-0.319395235,0.493318747,,,,
OPA1,0.232227778,0.190276381,,,,
PPARGC1B,0.044197449,0.877625492,,,,
TMEM65,0.352668799,0.19878735,,,,
TFEB,0.059811249,0.884282992,,,,
BRD7,0.227311292,0.195728445,,,,
IQGAP2,-0.526631833,0.410076212,,,,
ZNF830,0.177283134,0.404090855,,,,
KIF2A,0.230294054,0.190101861,,,,
FLOT1,-1.376721061,0.577056417,,,,
CTNNBIP1,0.178188227,0.240528391,,,,
EMC3,0.220206264,0.190169933,,,,
CCDC183,-0.041947933,0.92409505,,,,
RAB36,-0.057368539,0.885960555,,,,
DALRD3,0.212706869,0.285472052,,,,
AKAP7,-0.013261741,0.965207715,,,,
ANKRD39,0.188207257,0.549344465,,,,
SIPA1L2,0.23688209,0.176062958,,,,
CBX8,0.177706836,0.492289912,,,,
ABHD2,0.173211027,0.164528866,,,,
GDPD1,-0.197409341,0.507400733,,,,
ARRDC2,0.289193161,0.564806021,,,,
COPS2,0.251476433,0.192860603,,,,
DDX18,0.225321071,0.189104567,,,,
TOPORS,0.239425248,0.238338961,,,,
RSL24D1,0.165329015,0.189546662,,,,
TRIM37,0.148958435,0.232836062,,,,
SELENBP1,-0.243787048,0.368466877,,,,
GALNT8,0.080529476,0.841841171,,,,
BPTF,0.297534816,0.178351315,,,,
GABRP,-0.106516022,0.86275588,,,,
KIFC2,-0.360688131,0.27917755,,,,
SPAG1,-0.147200063,0.720804786,,,,
PYCR2,0.18756906,0.218031436,,,,
MRPL32,0.203796628,0.229437177,,,,
FXYD6,-0.272815154,0.172772884,,,,
WDR31,0.200767919,0.578837934,,,,
EHF,0.169194173,0.667213538,,,,
EFNA4,-0.191288437,0.425152494,,,,
NIPBL,0.424728221,0.198802687,,,,
ZNF436,0.24178112,0.28829152,,,,
UBC,0.157428596,0.150032222,,,,
U2AF1,0.156326023,0.181302868,,,,
FHIP2B,0.188317202,0.189127416,,,,
ZNF559,0.003906986,0.992051221,,,,
INTS7,0.250925291,0.372288649,,,,
SHKBP1,0.221377209,0.216442522,,,,
CLK1,0.389046717,0.192341403,,,,
IL17RA,0.162193444,0.194753993,,,,
SYF2,0.182216197,0.230982314,,,,
KAT5,0.219505614,0.280922885,,,,
TAF3,0.241778862,0.302784131,,,,
DDX28,0.074704093,0.834209547,,,,
ZNF544,0.220962209,0.283751388,,,,
CDAN1,0.170485708,0.288572727,,,,
PRMT3,-0.230983367,0.407220874,,,,
THAP3,-0.185264777,0.469455091,,,,
NUDT11,0.167637074,0.564662076,,,,
SURF6,0.168286038,0.263484757,,,,
XRCC3,-0.186262754,0.393100028,,,,
ZC3H12A,-0.054655014,0.862934165,,,,
HIVEP3,0.19884132,0.497591024,,,,
YJU2,-0.159594225,0.593689605,,,,
PUS10,0.092811161,0.727967097,,,,
TSPYL5,-0.24495984,0.598433742,,,,
PGBD1,-0.185521651,0.387402061,,,,
EOLA2,0.182696617,0.313665555,,,,
DENND1B,0.204677061,0.407549225,,,,
ESRP1,0.346209541,0.578530554,,,,
C4orf19,-0.085924464,0.825309301,,,,
MAPK13,-0.200647882,0.618758884,,,,
TMEM80,-0.216056348,0.36697388,,,,
ZNF845,-0.101875641,0.76254265,,,,
LIN7A,-0.002172349,0.996528643,,,,
HMGCS1,-0.294883726,0.185613931,,,,
PKD1P1,-0.483389135,0.333913758,,,,
POU3F3,-0.850246647,0.332374771,,,,
INTS9,0.230202343,0.349153195,,,,
COBL,0.120749933,0.785768564,,,,
SNAPC2,-0.158246012,0.420044246,,,,
MGME1,-0.211458806,0.377690444,,,,
PTPN4,0.20397259,0.309043272,,,,
YEATS4,-0.162273487,0.54178149,,,,
NUBPL,-0.157100416,0.46078035,,,,
C16orf91,0.032816308,0.91626475,,,,
KANSL1,0.464451654,0.464279335,,,,
ZNF569,0.145214754,0.736982453,,,,
GRK2,0.210215102,0.200055996,,,,
MCUR1,0.245832653,0.297234983,,,,
COL15A1,0.513958509,0.224075542,,,,
CADPS,-0.427520052,0.286323682,,,,
SPPL2B,-0.198795062,0.196525347,,,,
CIITA,0.131289009,0.628580079,,,,
ROM1,-0.019706229,0.94784354,,,,
ICE2,0.219497987,0.255185716,,,,
ADAMTS12,0.300849608,0.162810298,,,,
DXO,0.312474857,0.774816915,,,,
ACD,-0.178241985,0.475273964,,,,
ADAMTSL4,-0.509353432,0.148826002,,,,
MYH1,-0.257180174,0.534348632,,,,
STXBP1,0.266817652,0.180888577,,,,
ZNF391,-0.1046603,0.652138797,,,,
MRPS33,0.215815121,0.324491013,,,,
RPL18A,0.210565413,0.162116148,,,,
CAT,0.526138766,0.378044991,,,,
PPM1K,0.275473095,0.257005934,,,,
NUCB2,0.208948767,0.177037045,,,,
FXN,0.122507536,0.646495048,,,,
ZNF229,0.285828861,0.554059944,,,,
SOS2,0.179429675,0.231962699,,,,
TFB1M,0.177447638,0.514025195,,,,
SLC37A4,-0.242336199,0.315016665,,,,
TMEM130,-0.187156252,0.789410662,,,,
MASP2,-0.065762351,0.861059458,,,,
NEIL2,0.224996339,0.299821647,,,,
NAAA,-0.207462379,0.427941714,,,,
HPCAL1,-0.310248052,0.416800995,,,,
CLBA1,0.20024177,0.426462726,,,,
MAT2A,-0.147426896,0.175333896,,,,
DCTPP1,0.31677202,0.378203321,,,,
KIF5A,-0.459495599,0.250090794,,,,
UBASH3B,0.480666833,0.199058143,,,,
MEX3C,0.144265028,0.199834173,,,,
SWT1,-0.078685272,0.798078848,,,,
PLXND1,0.446682165,0.157636614,,,,
ARNTL2,-0.178938489,0.391028326,,,,
TFAP4,-0.055005092,0.868401949,,,,
PMM2,0.228897634,0.218585257,,,,
HIF3A,-0.22307655,0.452982345,,,,
ELMO1,-0.195616588,0.442603444,,,,
STK26,0.221199141,0.257360423,,,,
SMS,0.235070041,0.187862679,,,,
OCIAD1,-0.184345104,0.17775735,,,,
,-0.126091659,0.864611238,,,,
CES2,-0.213444657,0.216044782,,,,
AFTPH,-0.211438848,0.246953111,,,,
TEN1,0.085183228,0.82091029,,,,
GFER,0.214198048,0.30926697,,,,
EPRS1,0.162877045,0.170314329,,,,
SAMD9L,-0.079616265,0.805643767,,,,
PEX7,-0.12473496,0.73064437,,,,
ACOX1,-0.160198059,0.194995157,,,,
AHRR,0.404941106,0.297008234,,,,
ADAMTS4,0.223970024,0.497976053,,,,
IQSEC1,0.199956411,0.206137147,,,,
CCDC144A,0.125654363,0.756730024,,,,
TMEM268,-0.18763555,0.323596587,,,,
GIT1,0.231099224,0.205093533,,,,
C22orf46,-0.200204942,0.273979692,,,,
RBFA,-0.206286348,0.422209014,,,,
STK4,0.182532538,0.213336011,,,,
EID2B,0.009878822,0.971512255,,,,
DDX60,-0.197027876,0.838256132,,,,
KLF15,1.161462492,0.335059751,,,,
HNRNPUL2-BSCL2,0.257583825,0.187753353,,,,
SLC25A22,0.202441459,0.324325107,,,,
BCL2L2-PABPN1,-0.358151177,0.505500253,,,,
ZSCAN12,-0.193509775,0.32688751,,,,
ACER3,0.234820301,0.234190504,,,,
ZNF710,-0.286521372,0.274789166,,,,
ADA2,-0.228690201,0.677199748,,,,
UBE2R2,0.193911506,0.180758508,,,,
PWWP2B,-0.190825414,0.467121202,,,,
PIGU,0.187805164,0.252041919,,,,
ZNF519,-0.06592411,0.840743035,,,,
HAGHL,-0.207754398,0.49847644,,,,
SCG5,0.256808326,0.841965617,,,,
GTF2H2C,0.310685453,0.334943238,,,,
NUDT14,0.105194966,0.703681534,,,,
SLC38A2,0.385052481,0.162575151,,,,
AS3MT,0.158600625,0.622105328,,,,
LAMA5,0.247555937,0.172039797,,,,
CSDC2,-0.196937489,0.65300942,,,,
CFAP298-TCP10L,0.240207625,0.516464566,,,,
RNF6,0.227801085,0.215752964,,,,
ALAS1,0.220795729,0.225533622,,,,
ZNF17,-0.10799727,0.67947108,,,,
ZDHHC9,0.168551817,0.176833376,,,,
IQCC,-0.037269562,0.883860934,,,,
CISD1,0.202374956,0.383831201,,,,
CDADC1,0.12799028,0.660769271,,,,
CAND2,-0.156725722,0.554472424,,,,
GPR63,0.024730275,0.940932021,,,,
MED10,0.163855428,0.255205928,,,,
C7orf31,0.048409871,0.893131842,,,,
MACROD1,0.072759752,0.817410852,,,,
C9orf85,-0.148285333,0.571466485,,,,
KIF23,-0.169597416,0.591199874,,,,
ZNF774,0.067426266,0.806099265,,,,
SLF1,0.049487581,0.879006725,,,,
ESD,0.190998906,0.20889387,,,,
FAM200A,-0.175448681,0.475147783,,,,
ZNF423,0.170251281,0.502707122,,,,
B9D1,0.181969785,0.398900509,,,,
INTS2,0.263015738,0.333617535,,,,
MARCHF8,0.228599014,0.255269364,,,,
SEMA3D,0.645475809,0.265648896,,,,
SLC7A6OS,0.209808957,0.283644855,,,,
,-0.086766117,0.767331487,,,,
HYAL3,-0.026484414,0.934441348,,,,
PACC1,-0.198920112,0.26598903,,,,
NFS1,0.186893983,0.311864374,,,,
SALL4,0.086814844,0.818970848,,,,
CHCHD7,0.196155758,0.254119037,,,,
MTX2,0.195803553,0.282181681,,,,
AP4S1,-0.066212071,0.807776819,,,,
TMBIM1,0.311791711,0.173023978,,,,
ZNF787,0.259426509,0.304963242,,,,
FGGY,0.117303704,0.755770865,,,,
DNALI1,0.246431587,0.381703956,,,,
FAM189B,-0.232413376,0.234412785,,,,
GNB3,-0.094500323,0.818242407,,,,
JPH4,-0.124458425,0.843685896,,,,
PRNP,-0.17964255,0.175140712,,,,
ZNF23,0.241375164,0.384558609,,,,
BDKRB2,-0.250857646,0.585976762,,,,
ZUP1,0.198930467,0.351104729,,,,
ACTR3B,-0.169104374,0.45085847,,,,
ANAPC4,0.179228196,0.320848623,,,,
SRSF12,-0.077486998,0.758806276,,,,
IPPK,0.221670081,0.328624389,,,,
DKK1,0.127848054,0.800520796,,,,
ZNF232,-0.118269437,0.609446005,,,,
C11orf54,0.174647424,0.343535093,,,,
RFTN1,0.288455394,0.239410501,,,,
TULP4,0.185190891,0.214053415,,,,
