gene_name,logFC,P.Value,,,,
PPP1R12B,0.008594869,0.96641602,,,,
BRAF,-0.071156062,0.713625916,,,,
TMED7,0.09558747,0.538751758,,,,
GPM6B,0.201485633,0.574697726,,,,
BFAR,-0.118716285,0.788410085,,,,
PPP6R2,0.064229472,0.598599975,,,,
KLHL8,-0.007997118,0.965403087,,,,
C1GALT1,-0.024970891,0.894609716,,,,
VPS4B,0.070148817,0.693062834,,,,
MACROH2A2,-0.07977869,0.588336592,,,,
GPN1,-0.082477934,0.678659398,,,,
MAP2K7,-0.054700898,0.749608975,,,,
RPS6KA3,0.196539269,0.536332884,,,,
AGO3,0.026374896,0.915009325,,,,
TM2D3,0.005223965,0.973225811,,,,
YTHDC2,-0.01640454,0.933904958,,,,
ARID4B,0.089231291,0.735987299,,,,
GTF2IRD1,-0.043814571,0.801792509,,,,
CIZ1,0.084980778,0.550006534,,,,
CRTC1,-0.061130331,0.704855591,,,,
PITPNB,-0.078337476,0.582902651,,,,
TBKBP1,-0.052361111,0.763342454,,,,
CMTM4,-0.084134237,0.597773821,,,,
FAM210B,0.06597486,0.648246691,,,,
MSANTD3-TMEFF1,-0.068055767,0.773924359,,,,
PSME3IP1,0.082079157,0.588219057,,,,
MACF1,-0.155788364,0.457674763,,,,
PSMD3,0.082899279,0.536797111,,,,
FKBP1A,-0.083448275,0.51587443,,,,
DNAJB14,0.010142679,0.958634964,,,,
CHMP3,-0.082251397,0.584043331,,,,
MATR3,0.161242631,0.723061773,,,,
DDX19B,0.043413208,0.798986523,,,,
DLG3,-0.051963026,0.75794189,,,,
MRPL30,-0.067089902,0.715827298,,,,
DDIT4,0.198923689,0.551226924,,,,
FEM1A,-0.038552938,0.815711879,,,,
EGLN2,0.062631876,0.622104007,,,,
PARP8,-0.049161072,0.72507074,,,,
SNX29,0.006926728,0.966957828,,,,
SKA2,0.034601668,0.880161657,,,,
PPP1R12A,0.087884095,0.589545932,,,,
TEX261,0.05413244,0.721737572,,,,
RABAC1,0.077784702,0.633126213,,,,
ATP11A,0.104765263,0.583460362,,,,
ZNFX1,0.04731688,0.873697778,,,,
HMCES,0.045271611,0.789062571,,,,
ENOPH1,0.06326049,0.720713476,,,,
TMEM129,0.028659401,0.856262377,,,,
,-0.154350904,0.614387988,,,,
UBQLN2,-0.089829286,0.597212655,,,,
GATC,0.049495308,0.748314553,,,,
DZIP3,0.040333831,0.833758332,,,,
PNPLA6,-0.042709403,0.798950132,,,,
VTA1,0.098728741,0.600720991,,,,
PHC2,-0.084964922,0.531239832,,,,
FAM126A,-0.065419529,0.685510568,,,,
GTPBP2,-0.067881586,0.684693757,,,,
UAP1,0.051753029,0.740161175,,,,
MFSD12,0.036473215,0.86799652,,,,
FNBP1,-0.067954813,0.619308215,,,,
ENTPD7,8.86E-04,0.995303187,,,,
ACBD5,0.050792511,0.787498033,,,,
KDSR,-0.050846143,0.736208261,,,,
STX2,-0.015525932,0.932457575,,,,
PCMTD1,0.080489891,0.730160855,,,,
ZNF664,-0.10129922,0.514396476,,,,
SCMH1,0.049715005,0.802809462,,,,
CCNY,-0.097620503,0.593410846,,,,
GRAMD1A,0.090530399,0.573508209,,,,
PTCH1,-0.045022778,0.839773586,,,,
SLC1A5,0.173636379,0.55676936,,,,
TXNL4A,-0.058532233,0.744743422,,,,
PITPNC1,-0.056748598,0.808890246,,,,
ANKHD1,0.101977493,0.564434745,,,,
DTD1,0.060744027,0.751089488,,,,
MTFR1L,0.057404931,0.664801557,,,,
TMX2,0.075406699,0.632233934,,,,
PTPRJ,0.03373712,0.845564107,,,,
DNTTIP2,0.032910288,0.90025076,,,,
CCZ1,0.010855063,0.946780861,,,,
XRN1,-0.031858964,0.872886991,,,,
PAFAH1B2,-0.079946409,0.542724295,,,,
ACSL3,0.111324101,0.528341176,,,,
UBE4A,-0.077550005,0.585295324,,,,
TMEM115,-0.023854999,0.881449335,,,,
XXYLT1,-0.052364399,0.713893861,,,,
HSPA9,-0.069062538,0.500545254,,,,
CSNK1G3,-0.026132685,0.858425269,,,,
TXNIP,-0.198493053,0.493378269,,,,
USP6NL,-0.041436862,0.890237965,,,,
EPHA2,-0.073576486,0.746564433,,,,
MSL1,0.076710276,0.536732186,,,,
HDAC6,0.069438152,0.604164451,,,,
NBEA,0.100395865,0.678707263,,,,
RTCA,-0.019197457,0.886901423,,,,
FBXO22,0.053285559,0.698925993,,,,
ZNF776,-0.0230776,0.892934449,,,,
PPP1R37,0.031630152,0.815687906,,,,
LMAN1,0.137435012,0.531481817,,,,
MED17,-0.031302151,0.867224529,,,,
SCAP,0.084310849,0.57715545,,,,
USP7,0.087479212,0.53704585,,,,
BRF1,-5.68E-04,0.997173925,,,,
NCSTN,0.068454714,0.547942319,,,,
SREK1,0.110371774,0.653954822,,,,
DCAF1,0.014137291,0.920581916,,,,
NRP1,0.233942444,0.528893567,,,,
POFUT2,-0.087145858,0.719161118,,,,
NXN,0.071426666,0.698235353,,,,
SEC61A1,0.085112423,0.496413058,,,,
PTBP3,-0.089601341,0.613155385,,,,
XPO5,0.079689567,0.599992282,,,,
TTC7B,-0.005228574,0.969137817,,,,
ACER3,0.04620381,0.812182441,,,,
PHF14,-0.060330139,0.759356027,,,,
TEX2,0.054800775,0.683193171,,,,
PLXDC2,0.001819054,0.995563254,,,,
ZYG11B,-0.062416631,0.620873328,,,,
RIT1,-0.005546809,0.975092746,,,,
RABGEF1,-0.029121507,0.851119702,,,,
DCUN1D5,-0.017465833,0.904493153,,,,
RLF,0.019212324,0.930190745,,,,
DIAPH1,0.114797614,0.595369909,,,,
FBRSL1,-0.0327483,0.882365012,,,,
SPRED1,-0.061306712,0.648968209,,,,
TMEM184C,-0.030166882,0.87114266,,,,
ZBTB5,0.049078259,0.705140555,,,,
BIRC6,-0.106096863,0.54697505,,,,
VIM,0.166032361,0.442478418,,,,
NAA30,-0.007824723,0.960729814,,,,
TMEM59L,-0.152043601,0.650847291,,,,
MLLT6,-0.22723545,0.794911495,,,,
NELFCD,0.049852418,0.747918278,,,,
RIC1,0.03805911,0.803051256,,,,
DOCK4,-0.015960939,0.91963608,,,,
SMG1,0.120387077,0.545030521,,,,
PPP1R15B,-0.085955474,0.620689541,,,,
GPHN,1.05E-04,0.999518456,,,,
SMIM7,0.053377497,0.772483199,,,,
ARFGAP2,0.089631509,0.643071794,,,,
MAP3K2,0.04652124,0.854471302,,,,
DVL3,-0.101534849,0.557994978,,,,
IL6ST,0.203105766,0.555117697,,,,
CKAP2,-0.040762054,0.822987538,,,,
RCOR3,0.042294811,0.787201477,,,,
CASTOR2,-0.038165373,0.829230828,,,,
STX6,0.02181257,0.888741482,,,,
UROS,-0.015003738,0.903591552,,,,
ULK2,0.038308415,0.806930341,,,,
PPP4R3A,0.073770874,0.637557407,,,,
MFSD10,0.009706689,0.94670261,,,,
WDFY2,0.04554189,0.773463075,,,,
UGGT1,0.083970743,0.551433727,,,,
STK40,-0.061912663,0.654061522,,,,
CTBP2,-0.082341857,0.611188661,,,,
PAIP2,0.080966973,0.577738472,,,,
TRAF7,-0.074708558,0.624399833,,,,
TUT4,-0.085355283,0.674359944,,,,
CD276,-0.080746154,0.546567675,,,,
WSB2,-0.084352198,0.582918728,,,,
ABHD17A,0.068449647,0.741431068,,,,
RIMOC1,-0.010347145,0.964395686,,,,
TM7SF2,0.04632829,0.792920149,,,,
DCAF6,0.040366348,0.808929229,,,,
ALG9,-0.027431594,0.876905484,,,,
MAGED1,0.078439938,0.486003859,,,,
ANKRD52,-0.062002974,0.603587285,,,,
RNF139,-0.037138872,0.855456845,,,,
IGF2R,0.099348144,0.517299782,,,,
ATL2,0.048369319,0.779153606,,,,
MAN1B1,0.069405821,0.606969218,,,,
KIAA2013,0.003341647,0.98248209,,,,
MFN2,0.070342928,0.568110761,,,,
ITGB8,-0.200354655,0.758069175,,,,
ZNF875,0.019581187,0.903362013,,,,
ZDHHC7,-0.046215628,0.779390368,,,,
RTF1,0.065455551,0.579075002,,,,
RMND5A,-0.068133525,0.690569406,,,,
VPS13C,-0.111252056,0.720311895,,,,
CUL5,0.026814053,0.905800304,,,,
ANAPC7,0.041243318,0.825809269,,,,
EIF1,-0.096707477,0.503305053,,,,
MAN2A1,-0.092933377,0.68047177,,,,
MARCHF6,-0.082147657,0.51136575,,,,
B3GAT1,-0.049788754,0.791275506,,,,
ZNF286A,0.007096436,0.96926714,,,,
MAPK3,0.009295196,0.948507799,,,,
TMEM50A,-0.100392979,0.601025007,,,,
PPM1A,-0.075651949,0.676055223,,,,
TMEM9B,-0.008356492,0.961773151,,,,
SPCS2,-0.072659293,0.624176034,,,,
SLAIN2,0.043509272,0.784587033,,,,
R3HDM4,0.021609768,0.875846634,,,,
CCDC127,-0.035766947,0.780989886,,,,
NPLOC4,-0.058482177,0.608598326,,,,
JPT2,0.103405009,0.595554127,,,,
CIAO1,-0.069643629,0.61965571,,,,
DNAJB11,0.073816562,0.649558403,,,,
IGDCC4,-0.019768044,0.953354285,,,,
PNPLA8,-0.006069777,0.973864044,,,,
PSMD12,0.061958629,0.679433604,,,,
DPYSL3,-0.128502502,0.484666712,,,,
ARMCX3,0.065356062,0.56327489,,,,
CHD2,0.110013351,0.536114481,,,,
PFDN2,-0.001390012,0.993081025,,,,
USP32,-0.065072977,0.628983516,,,,
THOC3,-0.005047392,0.974278814,,,,
ARNT,-0.03408326,0.832365663,,,,
SDK1,-0.047779468,0.796181389,,,,
RNF111,0.048123434,0.73505206,,,,
ANKRD50,0.068838746,0.641374592,,,,
FN1,0.33381773,0.521309008,,,,
GRAMD4,-0.016071442,0.917864832,,,,
DYNC1LI1,-0.073808426,0.739643426,,,,
RELCH,0.015618872,0.929891164,,,,
PPA1,-0.072859213,0.740929065,,,,
ZNF148,0.00697247,0.976390285,,,,
CCNC,3.59E-05,0.999835914,,,,
ZFYVE1,0.004928356,0.975445941,,,,
CCDC50,-0.09152821,0.613273142,,,,
RAP2C,0.035020903,0.823459237,,,,
FRY,0.051550232,0.812129483,,,,
DNM1L,-0.078778386,0.637154144,,,,
STMP1,1.04E-04,0.9994282,,,,
KLHL24,0.07151608,0.744322498,,,,
CYRIB,-0.065291322,0.704422138,,,,
DCAF7,-0.086780063,0.533417115,,,,
ACOT7,0.118966203,0.73195643,,,,
ETNK1,-0.096936883,0.66915235,,,,
GORASP1,0.027702493,0.802289775,,,,
EMC3,0.03694251,0.839840584,,,,
BAZ2B,-0.08117271,0.781560094,,,,
WDR43,1.42E-04,0.999435717,,,,
CDC34,-0.059166788,0.679412574,,,,
UBE2D2,-0.061756687,0.608400207,,,,
ILRUN,0.076988481,0.641088254,,,,
PITHD1,0.022494259,0.880572696,,,,
OPA1,-0.080505153,0.646953159,,,,
SPG11,0.066621845,0.695816778,,,,
CCDC85C,-0.008106278,0.970909529,,,,
FBXO38,0.025631158,0.826950202,,,,
SLMAP,0.004844029,0.97629334,,,,
N4BP1,0.025515922,0.840911538,,,,
WDFY3,-0.111352567,0.597275688,,,,
RNF146,0.039114047,0.777303675,,,,
RAF1,-0.068271623,0.608801898,,,,
PI4K2A,0.002139693,0.988480737,,,,
CHPF2,0.013349609,0.938199549,,,,
RAB2B,-0.02259595,0.886152687,,,,
SMC3,-0.065479047,0.848257487,,,,
RNF38,-0.043168272,0.763419256,,,,
STAM,-0.01175343,0.949990515,,,,
ERCC5,-0.041732325,0.801064704,,,,
SRPK2,-0.059524763,0.629602714,,,,
MAPKAPK5,-0.013346597,0.926597708,,,,
PHF12,-0.048753344,0.742114905,,,,
CSNK1G1,-0.027612419,0.862534432,,,,
XYLT1,-0.026244153,0.937418275,,,,
EAF1,-0.039410846,0.760554081,,,,
RSRC2,0.083215253,0.677210458,,,,
AKAP8L,0.072815076,0.653162523,,,,
ZFAND3,-0.082870859,0.576899525,,,,
TTBK2,0.058942408,0.771847156,,,,
TDG,-0.048518896,0.759550773,,,,
IFT27,-0.023512856,0.906301872,,,,
UPF3A,-0.047366498,0.750614351,,,,
CNIH1,-0.06102853,0.604157906,,,,
BAG5,-0.034662568,0.821972803,,,,
ZNF704,-0.063694585,0.824677237,,,,
RBM25,0.118957778,0.58306795,,,,
ZNF768,-0.020188351,0.902361747,,,,
SLC25A46,0.032616932,0.874749504,,,,
REPS1,-0.032173898,0.829391242,,,,
CLIP3,-0.113840588,0.593355601,,,,
TNIK,0.095057669,0.646265478,,,,
RNF187,-0.076170292,0.788522768,,,,
SESTD1,0.121758612,0.775627305,,,,
LONP1,0.070928103,0.645473492,,,,
FRAS1,0.094959166,0.778833439,,,,
TNKS,-0.078683262,0.585626306,,,,
MON1B,0.041263836,0.77982187,,,,
TMED4,0.058284935,0.688766863,,,,
PCNX4,-0.073628879,0.654465584,,,,
ULK1,-0.050692867,0.721148874,,,,
TUBGCP6,-0.024667813,0.880020302,,,,
PPP4R3B,0.070944819,0.670558591,,,,
AMMECR1L,0.042507391,0.822041771,,,,
INTS3,0.11132792,0.794821705,,,,
CCDC90B,0.028040606,0.794376962,,,,
SULF2,0.202966908,0.57503326,,,,
GRK2,-0.055216103,0.739740506,,,,
FLYWCH1,-0.011026207,0.941743304,,,,
LTN1,0.030791976,0.88751219,,,,
EEF1D,0.068751775,0.632361573,,,,
SUPT7L,-0.034153238,0.805842819,,,,
MYADM,0.039651947,0.862609339,,,,
POMGNT1,-0.058241677,0.663367714,,,,
PALS1,0.026925016,0.873480204,,,,
MIB2,-0.017063134,0.932205548,,,,
MINDY2,0.007045376,0.972081506,,,,
PITPNM1,0.090614097,0.694860984,,,,
SPRY2,0.055279635,0.802973876,,,,
SMARCC2,-0.079827695,0.579780089,,,,
MED15,0.052599772,0.724707399,,,,
CLDND1,-0.051998795,0.691621483,,,,
GPCPD1,0.053499107,0.707738999,,,,
SLU7,-0.027894536,0.863719813,,,,
SUPT20H,0.047551731,0.77048824,,,,
KPNA3,0.067328841,0.654869739,,,,
MYO6,-0.088566278,0.671891092,,,,
TP73-AS1,0.002801908,0.985547975,,,,
TSPAN11,-0.011547675,0.943815945,,,,
BPTF,0.108654685,0.629727178,,,,
OSBPL8,0.135576182,0.662488471,,,,
DENND2A,0.068002556,0.812504781,,,,
MICALL1,-0.037474002,0.763328173,,,,
CLPTM1L,0.0577141,0.764276052,,,,
BAG6,-0.199777961,0.678173561,,,,
PDE4D,-0.047076891,0.861723197,,,,
DOCK7,-0.110114287,0.614550007,,,,
PGAP1,0.062770104,0.743160126,,,,
FARSB,-0.008126346,0.969637583,,,,
UBR2,0.030047638,0.824042903,,,,
NADK,-0.034879234,0.819375327,,,,
RNASEK,0.037249351,0.782105165,,,,
DVL1,-0.015058349,0.942091605,,,,
CAPZA2,0.069063229,0.682615254,,,,
TBC1D20,-0.033222838,0.821103367,,,,
RPN1,0.076017273,0.565688664,,,,
BACH1,0.052284858,0.742447234,,,,
DHRS7,-0.007024213,0.975613692,,,,
CEP170,0.16253433,0.590810306,,,,
DESI1,-0.023368446,0.852176213,,,,
TMEM8B,-0.038154419,0.817055657,,,,
LPCAT1,-0.1186388,0.824511352,,,,
SNN,0.066585427,0.689826824,,,,
POM121,0.069803107,0.644661114,,,,
RFX7,0.036392763,0.818784488,,,,
IPO9,0.089503534,0.596829954,,,,
DLG1,0.041412796,0.780634407,,,,
RLIM,0.074208813,0.638328313,,,,
ARL5B,0.068219197,0.824635704,,,,
DHX57,-0.012200149,0.945726492,,,,
HOOK3,0.045314497,0.747648991,,,,
ZNF451,-0.003078864,0.988933078,,,,
KDM6B,-0.064885959,0.676507189,,,,
ARHGEF18,0.032645559,0.850482934,,,,
GPR107,-0.065109865,0.573512668,,,,
ZER1,0.039520127,0.733156547,,,,
GTF2IP4,0.087295522,0.567378922,,,,
SEC62,-0.106363338,0.629114793,,,,
BAP1,0.050043004,0.69672553,,,,
LHFPL6,0.044384917,0.857594521,,,,
MMGT1,-0.0022528,0.988132602,,,,
RNF141,-0.016328358,0.921650076,,,,
PLAA,0.025077388,0.848347145,,,,
PAF1,-0.032501797,0.843456176,,,,
LZTR1,-0.011865968,0.937412621,,,,
SNX4,-0.008700003,0.956458164,,,,
CREB1,6.46E-04,0.997184782,,,,
CMAS,-0.005625125,0.978042592,,,,
STX12,0.072256761,0.726863485,,,,
CENPB,-0.039249672,0.80749131,,,,
ATF2,-4.66E-04,0.997440481,,,,
CKAP5,-0.090462639,0.56992979,,,,
HMG20A,0.043909567,0.752215619,,,,
SELENOT,0.059338921,0.70396671,,,,
ADAM9,0.066220329,0.656615494,,,,
CHMP1A,-0.044481902,0.728072583,,,,
STARD3NL,0.050113879,0.727031374,,,,
SLC30A9,-0.056482349,0.663602132,,,,
OLA1,0.085407937,0.65128921,,,,
MBD1,0.034712678,0.784367108,,,,
KTN1,0.128514358,0.690466238,,,,
NIPA2,-0.016598388,0.914379491,,,,
EIF4E,0.045954734,0.767641153,,,,
LMO4,0.050719711,0.816501247,,,,
TACC1,0.033814209,0.805136942,,,,
VPS26A,0.023260697,0.897660119,,,,
PPHLN1,8.92E-04,0.995280654,,,,
MOB4,0.012441831,0.947553446,,,,
ARL8B,0.055563373,0.709056512,,,,
KIF5B,0.109233995,0.598675271,,,,
BTG2,-0.031088521,0.886828102,,,,
TP53BP1,0.078569476,0.585097988,,,,
ITGB1,0.086853387,0.539853036,,,,
DPYSL2,-0.093657505,0.572420562,,,,
PTMS,0.110511545,0.595264686,,,,
EXOC6B,0.029781808,0.824020277,,,,
EGLN1,8.56E-04,0.996199586,,,,
UBTD2,0.012510473,0.931308774,,,,
ADAM17,-0.048673939,0.743590747,,,,
GFM1,0.030216585,0.859510935,,,,
TBC1D10B,0.008954258,0.948763728,,,,
PIN1,-0.024462984,0.855803255,,,,
MAPRE1,0.093042091,0.599868138,,,,
ME2,0.019775269,0.925278286,,,,
IL17RD,-0.041700017,0.803009858,,,,
UBE2N,0.079775303,0.682602017,,,,
LUZP1,-0.031619861,0.850770707,,,,
GPR155,-0.033348854,0.864165764,,,,
UBE2Q2,-0.015760887,0.922454127,,,,
PLD3,0.133932688,0.553203077,,,,
SEMA6B,-0.084271413,0.81119049,,,,
UBE2Q1,0.036110033,0.795696948,,,,
DMXL2,-0.00878702,0.97700507,,,,
TTC37,0.090518393,0.689408261,,,,
SON,0.075656105,0.568860198,,,,
GIT1,-0.041135504,0.822715107,,,,
CDC42BPA,0.059184742,0.785524627,,,,
SLC20A1,0.060964978,0.705886801,,,,
EXOC5,-0.07191451,0.739074825,,,,
SEMA3C,0.122476483,0.681658744,,,,
ARL10,-0.003876113,0.98045858,,,,
POLR3D,0.02265762,0.907971091,,,,
PLEKHA8,-0.02432918,0.905336025,,,,
TSC2,-0.054312805,0.704239111,,,,
CHD9,0.089594976,0.783822414,,,,
NOTCH3,-0.116474452,0.639178605,,,,
VHL,0.039737984,0.761961261,,,,
BRD2,-0.037580808,0.864457609,,,,
ABCD3,0.042358837,0.832518066,,,,
WIPI2,0.037449542,0.768346463,,,,
CBS,0.055060446,0.838052444,,,,
MINK1,-0.049052927,0.735953717,,,,
TRAF3,0.001606497,0.992313435,,,,
ANKRD13A,-0.023305364,0.862523946,,,,
SRSF8,0.020585603,0.899098615,,,,
EPN1,0.0573426,0.675326388,,,,
EPB41,-0.067100544,0.68608222,,,,
SLC38A2,-0.151909036,0.610135649,,,,
PLXNB1,-0.066965656,0.69385475,,,,
ETV5,-0.017247226,0.939343236,,,,
FHL1,-0.129010401,0.678726394,,,,
TM9SF4,-0.057753232,0.696458525,,,,
UBE2Z,0.04370555,0.698463142,,,,
GTPBP4,-0.055783641,0.753792193,,,,
RAB3GAP2,0.055878116,0.756140981,,,,
ZC3H15,0.001557003,0.9923033,,,,
RBM22,0.010199851,0.945873439,,,,
RANBP6,0.009091074,0.963769344,,,,
DNAJC11,-0.028713555,0.823102534,,,,
NRSN2,0.029510075,0.851820395,,,,
DNM2,0.049023887,0.695826748,,,,
CNOT6,-0.021276778,0.887246619,,,,
RAB8B,-0.036586346,0.809250221,,,,
CDIPT,0.005957792,0.974210405,,,,
B4GAT1,0.05725021,0.769590251,,,,
UBFD1,0.071424708,0.662549488,,,,
IP6K1,0.034357952,0.816688576,,,,
MACROH2A1,-0.083257704,0.632483321,,,,
DYNLRB1,0.021942689,0.873541088,,,,
PGRMC1,0.059760847,0.619159365,,,,
CCDC93,0.031722568,0.83713379,,,,
BSCL2,0.002771235,0.99028024,,,,
CHD8,-0.076542271,0.637087175,,,,
NYNRIN,-0.032893606,0.860245046,,,,
WDR41,0.022259805,0.861050028,,,,
CS,0.056091143,0.649840304,,,,
ARHGAP35,-0.068845404,0.622800366,,,,
TNKS1BP1,-0.063264561,0.659443956,,,,
SOGA1,0.05983505,0.701680812,,,,
LEMD2,-0.025030016,0.884272939,,,,
QSOX1,0.036143141,0.835312681,,,,
RPRD1A,0.044047512,0.767613956,,,,
KCMF1,0.019124568,0.89478964,,,,
SSH1,-0.012411089,0.942780557,,,,
LSM14B,0.014205638,0.920458437,,,,
PPP2R2A,-0.047706918,0.753450243,,,,
MMP2,-0.127501118,0.753866891,,,,
RCAN1,0.050095279,0.876485275,,,,
TOR1AIP2,-0.004221145,0.978300156,,,,
IRF2BPL,0.064378278,0.743364087,,,,
RGP1,-0.027274007,0.860994277,,,,
PTDSS1,0.028371036,0.84594756,,,,
PTOV1,0.049944737,0.686511397,,,,
MAPKAPK2,0.028680019,0.834633744,,,,
HIVEP2,-0.014814417,0.933061631,,,,
ALG11,-0.038709702,0.785986638,,,,
SEC24B,0.005518578,0.973447889,,,,
DBNL,0.04604805,0.718189704,,,,
NOLC1,0.05940908,0.67977888,,,,
POM121C,-0.038393885,0.799374139,,,,
WIPF2,0.007229651,0.958532148,,,,
EDEM3,-0.021398977,0.910710984,,,,
JUND,0.093587886,0.79107967,,,,
SNRPD3,0.007493052,0.963294676,,,,
SMG7,0.051683753,0.746517481,,,,
GTPBP1,-0.035048358,0.796899147,,,,
PPIP5K2,0.02174414,0.918368939,,,,
KMT5B,0.009194951,0.963867872,,,,
NKTR,-0.097087911,0.742680143,,,,
SCAF1,-0.051234986,0.714336139,,,,
WDR48,-0.031734678,0.800505264,,,,
UBE2J1,-0.043019592,0.773956747,,,,
IARS1,0.053662147,0.626054479,,,,
TAF1,-0.013751705,0.926823596,,,,
TMX4,-0.049275663,0.722033973,,,,
EIF1B,0.023168223,0.877366405,,,,
POGK,-0.037851719,0.831328524,,,,
N4BP2L2,-0.034595492,0.862423487,,,,
FBRS,0.011892032,0.933163898,,,,
FRYL,0.019659291,0.929863999,,,,
GOLGA7,-0.011077855,0.929898995,,,,
ARHGAP32,-0.050863992,0.842313842,,,,
DAZAP1,-0.028866874,0.804831201,,,,
NKIRAS2,0.016622259,0.905039112,,,,
FAM8A1,0.006648371,0.978228216,,,,
EDC4,-0.01371571,0.917757305,,,,
PPP2CA,-0.068091862,0.649331966,,,,
PSMD2,0.049384858,0.629526169,,,,
MIEF1,-0.011862645,0.933831693,,,,
YPEL5,-0.03138028,0.84911909,,,,
DNAJC7,0.040893426,0.779078326,,,,
STIM1,0.005442495,0.965663852,,,,
CD2BP2,0.03554584,0.826336778,,,,
SLC35F5,0.01143968,0.94398599,,,,
AKR1B1,0.002832519,0.984126556,,,,
RNMT,-0.037488934,0.816596508,,,,
FOXP4,0.035953378,0.886546953,,,,
GOLGA2,0.059307683,0.73609842,,,,
MORC2,-0.022607377,0.873043104,,,,
PFKP,-0.073629262,0.789644135,,,,
PGRMC2,0.023516591,0.864303376,,,,
VPS4A,0.032641076,0.833634899,,,,
CANT1,-0.02937463,0.861835015,,,,
IMMT,0.047427565,0.749856535,,,,
TMEM167A,-0.074875572,0.666262883,,,,
GNAI3,0.054783368,0.713765105,,,,
SLC25A36,-0.059010487,0.738414122,,,,
SNX6,-0.039019291,0.800180217,,,,
NT5C2,-0.037381777,0.831075446,,,,
BAZ2A,0.055863186,0.670917057,,,,
GSE1,0.050184109,0.797908959,,,,
NAPA,0.009172904,0.943602173,,,,
ATP8B2,0.001484713,0.993025005,,,,
HGS,0.035691338,0.787230847,,,,
FOXO3,-0.016092827,0.903299881,,,,
UBE2O,-0.010183157,0.948097858,,,,
WASH5P,0.013455571,0.953628318,,,,
MTPN,0.049455103,0.654425128,,,,
KRAS,-0.015974682,0.901464483,,,,
SFRP2,0.158288151,0.674694771,,,,
AGPS,0.014837806,0.901902951,,,,
NUDT3,-0.047329204,0.705026463,,,,
PHLDB1,0.055202157,0.732599815,,,,
FAM53C,0.025269443,0.83949979,,,,
TMOD2,-0.065403169,0.869843024,,,,
CCAR1,0.034707536,0.871590509,,,,
PPP5C,0.008219866,0.949978395,,,,
ANKIB1,-0.022415107,0.890339234,,,,
CRKL,0.036541414,0.782669992,,,,
FAT4,-0.003756698,0.987188792,,,,
AASDHPPT,-0.026696958,0.839865873,,,,
GPT2,-0.020469385,0.878945034,,,,
GOLGA3,0.056997013,0.746111853,,,,
PACSIN2,-0.042337834,0.794383512,,,,
GOPC,-0.001660621,0.992231371,,,,
TMEM131,-0.040932526,0.793841707,,,,
KDM5B,0.050997727,0.634071064,,,,
GTF3C1,0.047478499,0.695155915,,,,
EHD1,-0.01442362,0.915013035,,,,
TCEA1,0.05930677,0.713710047,,,,
KMT2C,0.047032666,0.809108986,,,,
AZIN1,0.050700624,0.660203106,,,,
CAB39,-0.026907427,0.891897659,,,,
HK1,-0.051044399,0.65191249,,,,
ZNF629,0.011872948,0.930826613,,,,
CSNK2A2,-0.017468136,0.883906172,,,,
SDHA,-0.020362577,0.879593063,,,,
RC3H2,0.028708111,0.858828844,,,,
SLC23A2,0.0168804,0.899606121,,,,
DUSP3,-0.019685698,0.884354381,,,,
PCDHB2,0.026461109,0.884713011,,,,
TM7SF3,0.020120861,0.918317054,,,,
RIMKLB,0.020215591,0.903687415,,,,
YBX1,0.066853762,0.593363432,,,,
RNPS1,-0.03715383,0.735657557,,,,
MXD4,-0.001539875,0.992289819,,,,
RBM4,0.035864266,0.757761443,,,,
MED13,0.018714734,0.926435355,,,,
RGMB,-0.030749674,0.873836357,,,,
MAP1A,-0.101766552,0.668433532,,,,
KLHL7,-0.006184957,0.976046088,,,,
SMG6,-0.022804942,0.884191437,,,,
CDC42,-0.060934767,0.712909614,,,,
YY1,0.040888282,0.757593097,,,,
EML4,-0.021761237,0.879776829,,,,
SHMT2,0.061281447,0.771015448,,,,
NUP205,0.023842644,0.883642512,,,,
USP34,0.069150109,0.746997481,,,,
ANO6,0.00947862,0.945164115,,,,
SLC35E2B,-0.044161195,0.719521524,,,,
POGZ,0.038132369,0.801274649,,,,
HGSNAT,0.001664589,0.99018449,,,,
ZFP91,0.027712105,0.833261411,,,,
IFNAR1,0.007225843,0.966979527,,,,
USP33,-0.029657876,0.853362007,,,,
PACS1,0.05265275,0.765281319,,,,
MECP2,0.030297584,0.820109379,,,,
GATAD2A,-0.007835517,0.961034328,,,,
CAPRIN1,0.069679466,0.64137234,,,,
PPP3R1,-0.02224618,0.874705423,,,,
PLEKHB2,0.069883121,0.764544219,,,,
HNRNPDL,0.059476785,0.661084513,,,,
H1-10,-0.014566573,0.969880067,,,,
GPATCH8,-0.018780193,0.899019372,,,,
NDUFA10,-0.006732937,0.958658276,,,,
RBM33,0.00953534,0.956956594,,,,
ZNF462,0.028285191,0.848559535,,,,
TXNDC5,0.088721617,0.785769838,,,,
MTA1,-0.024449613,0.884276997,,,,
PCDHGB4,0.031880151,0.894810554,,,,
CHMP4B,0.002415797,0.987588711,,,,
CGGBP1,0.030228307,0.851016585,,,,
NCBP3,-0.00774154,0.949361145,,,,
BTF3L4,-0.004708143,0.973346323,,,,
PPP2CB,0.039515513,0.811653341,,,,
C5orf24,0.008799682,0.944847606,,,,
SPG7,0.011197938,0.933424115,,,,
SETD2,-0.013392819,0.942911479,,,,
